material_id,strength_mpa,weight_capacity,biodegradability_percent,co2_emission_score,recyclability_percent,cost_per_kg,material_type_Cardboard,material_type_Paper/Bio-Based,material_type_Plastic,material_type_Steel,"industry_use_case_E-commerce, Food & Beverage, Consumer Goods, Apparel","industry_use_case_Electronics, Medium-Value Goods, Retail Logistics","industry_use_case_Fragile Items, Cosmetics, Pharmaceuticals, Internal Component Protection","industry_use_case_Heavy Industrial Components, High-Security Goods","industry_use_case_Industrial Components, Heavy Machinery, Automotive Parts","industry_use_case_Low-Value Goods, Secondary Protection for Non-Fragile Items"
MAT_0013,0.13043478260869565,0.0851063829787234,0.0,0.5119047619047619,0.46666666666666656,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0014,0.0,0.0,0.9999999999999999,0.04464285714285715,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0015,0.13043478260869565,0.0851063829787234,0.0,0.2142857142857143,0.711111111111111,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0016,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1369047619047619,0.8444444444444446,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0017,0.13043478260869565,0.0851063829787234,0.0,0.49702380952380953,0.3555555555555556,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0018,0.13043478260869565,0.0851063829787234,0.0,0.47619047619047616,0.15555555555555545,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0019,0.13043478260869565,0.0851063829787234,0.0,0.19047619047619047,0.6888888888888889,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0020,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14285714285714285,0.8222222222222224,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0021,0.0,0.0,0.9999999999999999,0.047619047619047616,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0022,0.13043478260869565,0.0851063829787234,0.0,0.24999999999999994,0.8666666666666667,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0023,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.13392857142857142,0.7777777777777777,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0024,0.13043478260869565,0.0851063829787234,0.0,0.22619047619047622,0.7333333333333334,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0025,0.13043478260869565,0.0851063829787234,0.0,0.49702380952380953,0.1777777777777778,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0026,0.0,0.0,0.9999999999999999,0.07738095238095236,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0027,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14583333333333334,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0028,0.13043478260869565,0.0851063829787234,0.0,0.2708333333333333,0.8222222222222224,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0029,0.13043478260869565,0.0851063829787234,0.0,0.21726190476190477,0.7999999999999998,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0030,1.0,1.0,0.0,0.9464285714285715,1.0,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MAT_0031,1.0,1.0,0.0,0.9285714285714287,0.9555555555555557,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MAT_0032,0.13043478260869565,0.0851063829787234,0.0,0.16369047619047616,0.7777777777777777,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0033,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14285714285714285,0.8666666666666667,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0034,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1369047619047619,0.9777777777777779,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0035,0.13043478260869565,0.0851063829787234,0.0,0.49702380952380953,0.33333333333333326,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0036,0.13043478260869565,0.0851063829787234,0.0,0.488095238095238,0.24444444444444446,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0037,0.13043478260869565,0.0851063829787234,0.0,0.47619047619047616,0.0,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0038,1.0,1.0,0.0,0.9523809523809522,0.9333333333333331,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MAT_0039,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.18154761904761907,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0040,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1369047619047619,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0041,0.13043478260869565,0.0851063829787234,0.0,0.22619047619047622,0.6888888888888889,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0042,1.0,1.0,0.0,0.943452380952381,0.8444444444444446,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MAT_0043,0.0,0.0,0.9999999999999999,0.09226190476190477,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0044,1.0,1.0,0.0,0.994047619047619,0.7555555555555555,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MAT_0045,0.0,0.0,0.9999999999999999,0.053571428571428575,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0046,0.13043478260869565,0.0851063829787234,0.0,0.2767857142857143,0.6444444444444444,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0047,0.13043478260869565,0.0851063829787234,0.0,0.17261904761904762,0.5555555555555556,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0048,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.16369047619047616,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0049,0.13043478260869565,0.0851063829787234,0.0,0.26190476190476186,0.7333333333333334,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0050,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1875,0.8444444444444446,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0051,0.13043478260869565,0.0851063829787234,0.0,0.5446428571428572,0.5111111111111111,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0052,0.13043478260869565,0.0851063829787234,0.0,0.20833333333333331,0.5777777777777777,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0053,0.13043478260869565,0.0851063829787234,0.0,0.18154761904761907,0.5333333333333332,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0054,0.13043478260869565,0.0851063829787234,0.0,0.26190476190476186,0.711111111111111,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0055,0.13043478260869565,0.0851063829787234,0.0,0.19345238095238093,0.5555555555555556,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0056,0.0,0.0,0.9999999999999999,0.047619047619047616,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0057,0.13043478260869565,0.0851063829787234,0.0,0.20238095238095238,0.5555555555555556,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0058,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1369047619047619,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0059,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.15773809523809523,0.8888888888888888,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0060,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.12797619047619047,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0061,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.18154761904761907,0.911111111111111,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0062,0.0,0.0,0.9999999999999999,0.0,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0063,1.0,1.0,0.0,0.9732142857142857,0.5777777777777777,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MAT_0064,0.13043478260869565,0.0851063829787234,0.0,0.5148809523809523,0.3111111111111111,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0065,0.13043478260869565,0.0851063829787234,0.0,0.23511904761904762,0.5555555555555556,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0066,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1369047619047619,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0067,0.13043478260869565,0.0851063829787234,0.0,0.20238095238095238,0.6444444444444444,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0068,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.16369047619047616,0.9333333333333331,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0069,0.13043478260869565,0.0851063829787234,0.0,0.17559523809523808,0.5999999999999999,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0070,0.13043478260869565,0.0851063829787234,0.0,0.48511904761904756,0.3999999999999999,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0071,0.13043478260869565,0.0851063829787234,0.0,0.5029761904761905,0.28888888888888875,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0072,0.13043478260869565,0.0851063829787234,0.0,0.47916666666666663,0.3999999999999999,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0073,0.13043478260869565,0.0851063829787234,0.0,0.19940476190476192,0.8222222222222224,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0074,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.13095238095238093,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0075,0.13043478260869565,0.0851063829787234,0.0,0.5,0.5999999999999999,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0076,0.0,0.0,0.9999999999999999,0.023809523809523808,0.9777777777777779,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0077,0.13043478260869565,0.0851063829787234,0.0,0.21130952380952378,0.6444444444444444,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0078,0.13043478260869565,0.0851063829787234,0.0,0.1875,0.7333333333333334,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0079,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.17559523809523808,0.9555555555555557,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0080,0.13043478260869565,0.0851063829787234,0.0,0.22023809523809523,0.8222222222222224,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0081,0.13043478260869565,0.0851063829787234,0.0,0.23214285714285715,0.6888888888888889,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0082,0.13043478260869565,0.0851063829787234,0.0,0.5297619047619047,0.3555555555555556,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0083,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.16369047619047616,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0084,0.13043478260869565,0.0851063829787234,0.0,0.49404761904761907,0.1777777777777778,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0085,0.13043478260869565,0.0851063829787234,0.0,0.488095238095238,0.28888888888888875,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0086,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.18452380952380953,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0087,0.13043478260869565,0.0851063829787234,0.0,0.2738095238095238,0.7333333333333334,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0088,0.13043478260869565,0.0851063829787234,0.0,0.4732142857142857,0.3111111111111111,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0089,0.0,0.0,0.9999999999999999,0.03273809523809523,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0090,0.0,0.0,0.9999999999999999,0.07738095238095236,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0091,0.13043478260869565,0.0851063829787234,0.0,0.19345238095238093,0.8888888888888888,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0092,0.0,0.0,0.9999999999999999,0.047619047619047616,0.9333333333333331,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0093,0.13043478260869565,0.0851063829787234,0.0,0.16666666666666669,0.5999999999999999,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0094,0.13043478260869565,0.0851063829787234,0.0,0.24702380952380948,1.0,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0095,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.11011904761904762,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0096,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1369047619047619,0.9777777777777779,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0097,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.13988095238095238,0.9333333333333331,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0098,0.0,0.0,0.9999999999999999,0.07142857142857142,0.9777777777777779,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0099,0.13043478260869565,0.0851063829787234,0.0,0.2648809523809524,0.6444444444444444,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0100,0.0,0.0,0.9999999999999999,0.0625,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0101,0.0,0.0,0.9999999999999999,0.04464285714285715,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0102,1.0,1.0,0.0,0.9732142857142857,0.8666666666666667,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MAT_0103,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14285714285714285,0.9777777777777779,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0104,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1607142857142857,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0105,0.13043478260869565,0.0851063829787234,0.0,0.18154761904761907,0.6666666666666667,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0106,0.13043478260869565,0.0851063829787234,0.0,0.4910714285714286,0.1333333333333333,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0107,0.13043478260869565,0.0851063829787234,0.0,0.25595238095238093,0.6888888888888889,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0108,0.13043478260869565,0.0851063829787234,0.0,0.22619047619047622,0.8222222222222224,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0109,0.13043478260869565,0.0851063829787234,0.0,0.22916666666666669,0.8666666666666667,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0110,0.13043478260869565,0.0851063829787234,0.0,0.244047619047619,0.8222222222222224,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0111,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.13392857142857142,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0112,1.0,1.0,0.0,0.9821428571428571,0.8888888888888888,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MAT_0113,0.13043478260869565,0.0851063829787234,0.0,0.26785714285714285,0.7777777777777777,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0114,0.0,0.0,0.9999999999999999,0.07440476190476192,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0115,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.17559523809523808,0.8666666666666667,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0116,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.17559523809523808,0.8444444444444446,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0117,0.13043478260869565,0.0851063829787234,0.0,0.2648809523809524,0.711111111111111,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0118,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.711111111111111,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0119,0.13043478260869565,0.0851063829787234,0.0,0.2589285714285714,0.6888888888888889,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0120,0.0,0.0,0.9999999999999999,0.047619047619047616,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0121,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14583333333333334,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0122,0.13043478260869565,0.0851063829787234,0.0,0.4910714285714286,0.3111111111111111,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0123,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.125,0.9333333333333331,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0124,1.0,1.0,0.0,0.9672619047619048,0.8666666666666667,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MAT_0125,0.13043478260869565,0.0851063829787234,0.0,0.2410714285714286,0.5999999999999999,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0126,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.6888888888888889,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0127,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1488095238095238,1.0,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0128,1.0,1.0,0.0,0.9702380952380952,0.8444444444444446,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MAT_0129,0.0,0.0,0.9999999999999999,0.06547619047619047,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0130,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1607142857142857,0.911111111111111,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0131,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.6444444444444444,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0132,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.14583333333333334,0.9777777777777779,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0133,0.13043478260869565,0.0851063829787234,0.0,0.4910714285714286,0.3111111111111111,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0134,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1220238095238095,0.9777777777777779,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0135,0.0,0.0,0.9999999999999999,0.06845238095238096,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0136,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.16964285714285715,0.9333333333333331,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0137,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.12797619047619047,0.9333333333333331,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0138,0.13043478260869565,0.0851063829787234,0.0,0.24702380952380948,0.6444444444444444,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
MAT_0139,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.6666666666666667,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
MAT_0140,0.052173913043478265,0.04255319148936171,0.9693877551020408,0.1488095238095238,0.9777777777777779,0.1333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MAT_0141,1.0,1.0,0.0,0.9732142857142857,0.8666666666666667,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
MAT_0142,0.0,0.0,0.9999999999999999,0.08035714285714285,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MAT_0143,0.13043478260869565,0.0851063829787234,0.0,0.4910714285714286,0.15555555555555545,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MAT_0144,0.13043478260869565,0.0851063829787234,0.0,0.2232142857142857,0.5999999999999999,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
